Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Promerycochoerus carrikeri,21.25,16.75,2,2,,Thorpe 1937,Thorpe 1937,,,
Promerycochoerus chelydra,21,16,1,1,,Thorpe 1937,Thorpe 1937,,,
Promerycochoerus superbus,21,14.5,1,1,,Thorpe 1937,Thorpe 1937,,,
Promioclaenus acolytus,3.163333333,2.72,22,22,,Simpson 1937,Simpson 1937a (CMB: includes type; updates Simpson 1935d),,,
Promioclaenus lemuroides,4.05,3.4,1,1,,Robison 1986,Robison 1986 (Dragon Canyon),,,
Promioclaenus pipiringosi,4.1,3.4,1,1,,Gazin 1956,Gazin 1956a,,,
Promylagaulus riggsi,2.30875,1.725,24,24,,Nichols 1976,"Nichols 1976 (referred AMNH specimen of McGrew 1941, Macdonald 1963)",,,
Proneofiber guildayi,5.72,2.46,1,1,,Hibbard and Dalquest 1973,Hibbard and Dalquest 1973 (type: Gilliland),,,
Pronodens silberlingi,8.7,7.1,1,1,,Koerner 1940,Koerner 1940 (type: Fort Logan),,,US
Pronothodectes gaoi,2.925,2.625,3,3,,Fox 1990,Fox 1990 (type: Saxonella Locality),,,CA
Pronothodectes jepi,2.375,2.225,12,12,,Gingerich 1975,Gingerich 1975 (includes type: Rock Bench Quarry),,,US
Pronothodectes matthewi,2.115,2.015,12,12,,Gingerich 1975,Gingerich 1975 (Gidley Quarry; includes material of Simpson 1937a),,,US
Pronotolagus apachensis,2,2.1,1,1,,Gazin 1930,Gazin 1930 (type: CIT 64),,,
Pronotolagus nevadensis,1.33665,1.34835,4,4,,Kelly 2000,Kelly 2000 (type: UCMP V-95013),,,US
Pronotolagus whitei,2.6,2.79,7,7,,Korth 1998,Korth 1998c (Pratt Quarry: p4 or m12),,,US
Propalaeanodon schaffi,2,1.15,1,1,,Rose 1979,Rose 1979 (type: Jepsen Valley Quarry),,,US
Proscalops miocaenus,1.905,1.405,4,4,,Setoguchi 1978,Setoguchi 1978 (Cedar Ridge),,,US
Proscalops secundus,2.601666667,1.878333333,8,8,,Macdonald 1972,Macdonald 1972,,,
Proscalops tertius,2.82,2.055,28,28,,Reed 1961,"Reed 1961 (type, ""Badlands"")",,,
Prosciurus magnus,2.16,1.92,1,1,,Korth 1989,Korth 1989c,,,
Prosciurus parvus,1.54,1.64,10,10,,Korth 1989,"Korth 1989c (Orella Mbr., Sioux Co.)",,,
Prosigmodon chihuahuensis,2.24,1.49,2,2,,Lindsay and Jacobs 1985,Lindsay and Jacobs 1985 (type: Yepomera),,,MX
Prosigmodon ferrusquiai,2.02,1.3,24,24,,Carranza-Castañeda and Walton 1992,,,,MX
Prosigmodon holocuspis,2.6,1.64,1,1,,Czaplewski 1987,Czaplewski 1987a (House Mountain),,,US
Prosigmodon oroscoi,1.57,1.2225,3,3,,Lindsay and Jacobs 1985,"Lindsay and Jacobs 1985 (Concha, Yepomera)",,,MX
Prosomys mimus,1.9,1.1,1,1,,Shotwell 1956,Shotwell 1956 (type: McKay Reservoir),,,US
Prosthennops serus,14.51428571,12.17142857,7,7,,Schultz et al. 1975,Schultz and Martin 1975a (Cambridge),,,
Prostichomys bowni,2.48,2.2,6,6,,Kramarz 2001,width = anterior,,,
Prosynthetoceras francisi,19.9,10.2,1,1,,Schiebout and Ting 2000,Schiebout and Ting 2000 (AMNH Woodville),,,
Prosynthetoceras orthrionanus,11.15,8.15,2,2,,Albright 1999,Albright 1999a (Toledo Bend: based on range),,,US
Prosynthetoceras texanus,12.8,9.46665,4,4,,Maglio 1966,Maglio 1966,,,
Protacaremys denisae,1.833333333,NA,3,NA,,Vucetich et al. 1993,,,,AR
Protadjidaumo pauli,1.27,1.24,95,95,,Storer 1987,Storer 1987 (Lac Pelletier: includes type; m12),,,CA
Protadjidaumo typus,1.1,1.1,1,1,,Burke 1934,"Burke 1934a (type, Lapoint)",,,US
Protapirus simplex,16.56,13.15,5,5,,Alroy 2000,Albright 1998 (type),,,
Protepicyon raki,26.61,10.04,12,12,,Wang et al. 1999,"Wang et al. 1999 (includes type and ""Epicyon sp."" material remeasured from Baskin 1998)",,,
Proterix loomisi,4.5,3.6,1,1,,Macdonald 1961,"Macdonald 1961 (SDSM V-5411, questionably referred)",,,US
Proterixoides davisi,3.26,2.586666667,49,49,,Novacek 1985,Novacek 1985 (Sespe Fm.),,,
Prothryptacodon albertensis,4.1,2.6,1,1,,Scott 2003,Scott 2003 (Who Nose),,,CA
Prothryptacodon furens,5.2,3.7,1,1,,Simpson 1935,Simpson 1935d (type: Gidley Quarry; repeated by Simpson 1937a),,,US
Prothryptacodon hilli,4.44,5.3,1,1,,Hartman 1986,Hartman 1986 (Cedar Mountain),,,
Protictis agastor,7.06,4.8,5,5,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Cedar Point Quarry: includes type),,,US
Protictis haydenianus,7.346666667,4.916666667,18,18,,MacIntyre 1966,MacIntyre 1966 (San Juan Basin),,,
Protictis minor,6.35,4.15,2,2,,Meehan and Wilson 2002,Meehan and Wilson 2002 (type: Big Pocket),,,US
Protictis paralus,4.12,2.975,11,11,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (type: Judson),,,US
Protictis simpsoni,8.625,5.575,2,2,,Meehan and Wilson 2002,Meehan and Wilson 2002 (type: Big Pocket),,,US
Protitanotherium emarginatum,52.06666667,30.06666667,3,3,,Alroy 2000,,,,
Protoceras celer,12.5,10.2,2,2,,Albright 1999,Albright 1999a (based on range taken from Patton and Taylor 1973),,,
Protochriacus simplex,4.8,3.1,1,1,,Matthew 1937,Matthew 1937,,,
Protocyon troglodytes,25.57,18.32,1,1,,Prevosti et al. 2009,,,,UY
Protohippus gidleyi,21.9,10.8,34,34,,Hulbert 1988,Hulbert 1988a (Cambridge),,,US
Protohippus perditus,18.9,10.8,56,56,,Hulbert 1988,Hulbert 1988a (Devil's Gulch Horse Quarry),,,US
Protohippus supremus,23,10.2,23,23,,Hulbert 1988,Hulbert 1988a (Valentine Fm.),,,
Protohippus vetus,16.5,11.6,12,12,,Forsten 1975,Forsten 1975 (Burkeville: m12),,,
Protolabis coartatus,16.5,10.85,2,2,,Henshaw 1939,Henshaw 1939 (Fish Lake Valley),,,
Protolabis heterodontus,22.15,12.75,2,2,,Frick and Taylor 1971,Frick and Taylor 1971,,,
Protolambda clemensi,2,1.2,11,11,,Fox 1979,Fox 1979b,,,
Protomarctus optatus,17.73,7.25,53,53,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Protoprocyon savagei,7.5,4.675,2,2,,Baskin 1982,Baskin 1982,,,
Protoreodon pacificus,7.9,6.1,4,4,,Golz 1976,Golz 1976,,,
Protoreodon parvus,8.183333333,6.45,4,4,,Gazin 1955,Gazin 1955 (type: see also Scott 1898),,,
Protoreodon petersoni,6.4,5.25,2,2,,Gazin 1955,Gazin 1955,,,
Protoreodon pumilus,9.094285714,6.794285714,35,35,,Scott 1945,"Scott 1945 (Randlett, referred; Beaver Divide specimen appears to be indeterminate)",,,
Protoreodon walshi,8.2667,6.8333,3,3,,Theodor 1999,Theodor 1999 (Santiago Formation Member C),,,
Protorohippus venticolum,8.1333,5.8,3,3,,Gunnell et al. 1992,Gunnell et al. 1992 (Wapiti Valley),,,
Protosciurus condoni,3.3,3.4,1,1,,Black 1963,Black 1963b,,,
Protosciurus mengi,2.6075,2.9025,3,3,,Black 1963,Black 1963b,,,
Protosciurus rachelae,2.2,2.5,1,1,,Black 1963,Black 1963b,,,
Protosciurus tecuyensis,3.1,3.1,1,1,,Black 1963,Black 1963b,,,
Protoselene griphus,5.3,4,1,1,,Gazin 1939,Gazin 1939 (Dragon),,,US
Protoselene novissimus,5.6,3.6,1,1,,Gazin 1956,Gazin 1956a,,,
Protospermophilus angusticeps,2.54,3.02,5,5,,Black 1963,Black 1963b,,,
Protospermophilus kelloggi,2.3,2.63,52,52,,Black 1963,Black 1963b,,,
Protospermophilus malheurensis,2.13835,2.34585,7,7,,Shotwell 1968,Shotwell 1968,,,
Protospermophilus quatalensis,2.535,2.745,22,22,,James 1963,James 1963 (Cuyama: includes type of Gazin 1930),,,
Protospermophilus tephrus,1.93,1.9225,4,4,,Shotwell 1968,Shotwell 1968,,,
Protospermophilus vortmani,2.35,2.7,2,2,,Black 1963,Black 1963b,,,
Prototomus deimos,4.58,2.45,4,4,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Clarks Fork Basin: includes type),,,
Prototomus martis,6.25,3.43,15,15,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Clarks Fork Basin: includes type),,,
Prototomus phobos,5.35,2.91,11,11,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Clarks Fork Basin: includes type),,,
Prototomus robustus,6.71,3.95,7,7,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Bighorn and Clarks Fork Basins),,,
Prototomus secundarius,6.33,3.24,3,3,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Bighorn Basin),,,
Protungulatum donnae,3.952,2.905333333,3,3,,Archibald 1982,Archibald 1982 (UCMP V-74111),,,US
Protylopus annectens,8.45,5.6,2,2,,Gazin 1955,Gazin 1955 (includes type of Peterson 1919),,,
Protylopus pearsonensis,8.6,5.2,4,4,,Golz 1976,Golz 1976,,,
Protylopus petersoni,6.6,4.55,2,2,,Gazin 1955,Gazin 1955,,,
Protylopus robustus,8.3,6.4,2,2,,Golz 1976,Golz 1976,,,
Protylopus stocki,6.6,4.1,2,2,,Golz 1976,Golz 1976,,,
Proviverroides piercei,8.9,5.45,1,1,,Bown 1982,Bown 1982,,,
Psalidocyon marianae,15.38,5.68,5,5,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Pseudaelurus aeluroides,15.7,6.8,1,1,,Storer 1975,Storer 1975b,,,
Pseudaelurus intrepidus,17.33333333,7.274433333,5,5,,Henshaw 1939,Henshaw 1939 (Avawatz Mountains),,,US
Pseudaelurus marshi,16,7.5,1,1,,Henshaw 1939,Henshaw 1939 (Valentine: presumably the type of Thorpe 1922e),,,US
Pseudaelurus stouti,9,3.9,1,1,,Schultz and Martin 1972,Schultz and Martin 1972 (type: Logan County),,,US
Pseudhipparion curtivallum,16.4,7.1,66,66,,Webb and Hulbert 1986,Webb and Hulbert 1986,,,
Pseudhipparion gratum,18.3,8.891675,7,7,,Green 1956,Green 1956 (Wolf Creek),,,
Pseudhipparion hessei,17.46666667,8.466666667,73,73,,Dalquest and Hughes 1966,Dalquest and Hughes 1966,,,
Pseudhipparion retrusum,18.03333333,10.10833333,69,69,,Cassiliano 1980,Cassiliano 1980 (Forsten 1970),,,
Pseudhipparion simpsoni,13.2,7.8,19,19,,Webb and Hulbert 1986,Webb and Hulbert 1986,,,
Pseudhipparion skinneri,14.54,7.44,58,58,,Webb and Hulbert 1986,Webb and Hulbert 1986,,,
Pseudoceras skinneri,8.6,4.5,2,2,,Patton 1969,,,,US
Pseudocricetodon adroveri,1.31,0.85,1,1,,Freudenthal et al. 1994,,,,
Pseudocricetodon simplex,1.38,0.86,1,1,,Freudenthal et al. 1994,,,,
Pseudocylindrodon lateriviae,2,2.02,5,5,,Storer 1988,Storer 1988 (Lac Pelletier: m12),,,CA
Pseudocylindrodon medius,1.715,1.455,2,2,,Sutton and Black 1975,Sutton and Black 1975 (Pilgrim Creek),,,US
Pseudocylindrodon neglectus,1.803333333,2.158333333,6,6,,Black 1965,Black 1965,,,
Pseudocylindrodon pintoensis,2.11,2.74,1,1,,Ferrusquia and Wood 1969,"Ferrusquia and Wood 1969 (type, Ojinaga: repeated by Wood 1974)",,,
Pseudocylindrodon texanus,2.06,2.69,2,2,,Wood 1974,Wood 1974 (TMM 40636),,,
Pseudolabis dakotensis,13.05,9.05,2,2,,Prothero 1996,Prothero 1996d (F:AM),,,
Pseudomyscus bathygnathus,1.605,1.165,2,2,,Korth 1997,Korth 1997b (type: Blue Jay Quarry),,,
Pseudopalaeocastor barbouri,3.05,2.6,2,2,,Alroy 2000,Martin 1987 (Peterson 1905),,,
Pseudoplohophorus absolutus,5.5,5.3,1,1,,Perea 2005,,,,UY
Pseudoprotoceras longinaris,8.40625,6.99375,11,11,,Wilson 1974,"Wilson 1974 (""Poabromylus kayi"": Ahearn)",,,US
Pseudoprotoceras minor,7.1,6.25,2,2,,Wilson 1974,Wilson 1974 (TMM 40203),,,US
Pseudotetonius ambiguus,2.115,1.92,29,29,,Bown and Rose 1987,Bown and Rose 1987,,,
Pseudotheridomys cuyamensis,1.11,1.1,4,4,,Lindsay 1974,Lindsay 1974 (Vedder),,,US
Pseudotheridomys hesperus,1.12,1.13,3,3,,Wilson 1960,Wilson 1960 (Martin Canyon Quarry A),,,US
Pseudotheridomys pagei,0.998,0.964,5,5,,Shotwell 1967,Shotwell 1967b (UO 2465),,,US
Pseudotomus californicus,5.28,5.76,2,2,,Wood 1962,Wood 1962 (type: remeasured from Wilson 1940a),,,
Pseudotomus eugenei,7.5,8.78,1,1,,Wood 1962,Wood 1962 (type: Antelope Draw; remeasured from Burke 1935a),,,
Pseudotomus johanniculi,7.1,8.48,1,1,,Wood 1974,Wood 1974 (type: TMM 40209),,,US
Pseudotomus littoralis,4.8,5.1,1,1,,Wilson 1949,Wilson 1949a (type: 30' below CIT 314; repeated by Wood 1962),,,
Pseudotomus petersoni,5.333333333,6.17,3,3,,Wood 1962,Wood 1962 (type: Uinta B),,,
Pseudotomus robustus,5.53,5.85,6,6,,Wood 1962,Wood 1962 (Bridger),,,US
Pseudotrimylus blacki,2.32,1.63,1,1,,Martin and Lim 2004,,,,US
Pseudotrimylus compressus,1.98,1.38,1,1,,Galbreath 1953,Galbreath 1953,,,
Pseudotrimylus dakotensis,1.9,1.3,1,1,,Mawby 1960,"Mawby 1960 (""Heterosorex sp."" Flint Hill)",,,
Pseudotrimylus mawbyi,3.3,2.2,1,1,,Mawby 1960,"Mawby 1960 (""Heterosorex sp."" Guano Lake)",,,
Pteronura brasiliensis,2.03,1.03,1,1,,Perini et al. 2009,Maximum length of m1; Height of the crown of m1,,,BR
Ptilodus fractus,3,1.4,1,1,,Sloan 1987,"Sloan 1987 (""modal"" value)",,,
Ptilodus gnomus,2.735,1.38,8,8,,Scott et al. 2002,,,,CA
Ptilodus kummae,3.24,1.59,3,3,,Krishtalka et al. 1975,"Krishtalka et al. 1975 (""P. sp."": Malcolm's Locality)",,,US
Ptilodus mediaevus,4.1,2.1,1,1,,Schiebout 1974,Schiebout 1974 (Eastern Tornillo Flat),,,US
Ptilodus montanus,4.165,2.12,14,14,,Simpson 1937,Simpson 1937a,,,
Puercolestes simpsoni,3.6,2.2,1,1,,Williamson et al. 2011,,,,US
Puma concolor,17.66,8.42,39,39,,Van Valkenburgh et al. 1990,Van Valkenburgh et al. 1990,,,
Puma lacustris,15.35,7.5,2,2,,Gazin 1933,Gazin 1933b (type),,,
Puma yagouaroundi,9.1,3.85,2,2,,Hulbert and Pratt 1998,Hulbert and Pratt 1998 (based on range given by Gilette 1976),,,
Purgatorius,2,1.6,1,1,,Van Valen 1994,Van Valen 1994 (type: Harbicht Hill),,,
Purgatorius unio,2.1,1.5,1,1,,Van Valen 1994,Van Valen 1994 (Purgatory Hill; remeasured from Van Valen and Sloan 1965),,,US
Pyrocyon dioctetus,6.3,3.6,1,1,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (type: Bighorn Basin),,,
Quadratomus gigans,7.613333333,7.536666667,3,3,,Wood 1974,Wood 1974 (type: Porvenir),,,
Quadratomus grandis,4.537925,4.325,7,7,,Wood 1962,Wood 1962 (type: Upper Huerfano),,,
Quadratomus grossus,5.775,5.4625,2,2,,Korth 1985,Korth 1985 (type: Tree Road),,,US
Quadratomus sundelli,6.8,6.375,2,2,,Korth 1985,Korth 1985 (UW V-78001: type; m12; remeasured from Eaton 1982),,,US
Quadrodens wilsoni,2.3625,1.5725,3,3,,Hutchison 1972,Hutchison 1972 (SDSM V-5360: see also Macdonald 1970),,,US
Rangifer tarandus,19.08,10.185,126,126,,Alroy 2000,Guthrie 1984 (Pleistocene),,,
Rapamys fricki,3.62,3.525,1,1,,Wood 1962,Wood 1962 (type: CIT 207; remeasured from Wilson 1940a),,,US
Raphictis gausion,3.7,2.48,4,4,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Cedar Point Quarry: includes type),,,US
Reithrodontomys fulvescens,1.21,0.77,1,1,,Ruez 2000,Ruez 2000 (Vero),,,
Reithrodontomys galushai,1.36,0.83,8,8,,Tomida 1987,Tomida 1987 (111 Ranch),,,
Reithrodontomys humulis,1.2425,0.7825,3,3,,Ruez 2000,Ruez 2000 (Haile 11B),,,
Reithrodontomys montanus,1.4,0.9,1,1,,Semken 1966,Semken 1966 (Sandahl),,,US
Reithrodontomys moorei,1.38,0.85,22,22,,Paulson 1961,Paulson 1961 (Cudahy),,,US
Reithrodontomys rexroadensis,1.29,0.85,5,5,,Martin et al. 2003,Martin et al. 2003 (type),,,
Reithrodontomys wetmorei,1.31,0.865,7,7,,Martin et al. 2003,Martin et al. 2003 (type),,,
Reithroparamys debequensis,2.743333333,2.14,4,4,,Wood 1962,Wood 1962 (type: Debeque Formation),,,
Reithroparamys delicatissimus,2.930566667,2.8089,17,17,,Wood 1962,Wood 1962 (Bridger),,,
Reithroparamys huerfanensis,2.92,2.7,1,1,,Wood 1962,Wood 1962 (type: Upper Huerfano),,,
Reithroparamys sciuroides,3.23,3,2,2,,Wood 1962,"Wood 1962 (type, ""Uinta Eocene, Base of Horizon C""; remeasured from Peterson 1919)",,,
Repomys arizonensis,2.15,1.3,4,4,,Tomida 1987,Tomida 1987 (111 Ranch UA 15-24: includes type),,,
Repomys gustelyi,2.45,1.44,9,9,,May-81,May-81,,,
Repomys maxumi,2.78,1.6,4,4,,May-81,May-81,,,
Repomys panacaensis,1.96,1.18,5,5,,May-81,May-81,,,
Rhinotitan,50,30,1,1,,Osborn 1923,,,,CN
Rhizocyon oregonensis,9.09,3.71,8,8,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Rhodanodolichotis,3.65,3.08,1,1,,Walton 1990,,,,CO
Rhodanodolichotis vucetichae,4.52,4.16,1,1,,Walton 1990,,,,CO
Rhynchotherium falconeri,131,82.5,3,3,,Alroy 2000,Osborn 1936,,,
Ricardomys longidens,3.04,2,1,2,,Walton 1990,Height labial reentrant,,,CO
Russellagus vonhofi,2.09,2.3,20,20,,Storer 1975,Storer 1975b,,,
Sairadelphys tocantinensis,1.68,0.93,1,1,,Oliveira et al. 2011,,,,BR
Sanctimus falkenbachi,2.5,2,1,1,,Wahlert 1983,Wahlert 1983 (type: South of Harrison),,,US
Sanctimus stouti,2.2,2,1,1,,Wahlert 1983,Wahlert 1983 (type: Muddy Creek),,,US
Sanctimus stuartae,1.942866667,2.009033333,9,9,,Wahlert 1983,Wahlert 1983 (type: Horse Creek),,,US
Satherium ingens,17,10.2,1,1,,Shotwell 1970,Shotwell 1970,,,
Saxonella naylori,1.7,1.4,3,3,,Fox 1991,Fox 1991b,,,
Scalopoides isodens,1.95,1.5,1,1,,Wilson 1960,Wilson 1960 (Martin Canyon Quarry A),,,US
Scalopoides ripafodiator,1.8834,1.435,13,13,,Hutchison 1968,Hutchison 1968 (UO 2465),,,US
Scapanoscapter simplicidens,2.46,1.72,1,1,,Hutchison 1968,Hutchison 1968 (UO 2495),,,US
Scapanus proceridens,2.346666667,1.946666667,3,3,,Hutchison 1968,Hutchison 1968 (type: Krebs Ranch II),,,
Scarrittia robusta,35.2,20,1,1,,Ubilla et al. 1994,,,,UY
Scenopagus curtidens,1.733,1.43,21,21,,Krishtalka 1976,"Krishtalka 1976a (California, Colorado, New Mexico, Wyoming)",,,
Scenopagus edenensis,2.276666667,1.81,14,14,,McGrew et al. 1959,McGrew 1959 (type),,,
Scenopagus hewettensis,2,1.45,1,1,,Bown and Schankler 1982,Bown and Schankler 1982 (type),,,
Scenopagus priscus,1.543333333,1.103333333,31,31,,Krishtalka 1976,"Krishtalka 1976a (Colorado, Utah, Wyoming)",,,
Schaubeumys,1.4333,1.1333,3,3,,Klingener 1966,"Klingener 1966 (""?Plesiosminthus sp."": Norden Bridge Quarry)",,,US
Schaubeumys cartomylos,1.462225,1.0886,16,16,,Storer 1975,Storer 1975b,,,
Schaubeumys clivosus,1.174,0.829,20,20,,Galbreath 1953,Galbreath 1953,,,
Schaubeumys galbreathi,1.47,1.07,7,7,,Green 1977,Green 1977c,,,
Schaubeumys grangeri,1.564,1.155,10,10,,Macdonald 1972,"Macdonald 1972 (""P. sp."")",,,
Schaubeumys sabrae,1.335,1.05335,4,4,,Sutton 1972,Sutton 1972 (Split Rock),,,
Schizodontomys amnicolus,1.82,2.31,7,7,,Korth et al. 1990,Korth et al. 1990 (Runningwater Formation),,,
Schizodontomys harkseni,1.92,2.13,3,3,,Storer 2002,Storer 2002b (Kealey Springs: m12),,,CA
Schizodontomys sulcidens,1.58,1.973333333,3,3,,Rensberger 1973,Rensberger 1973c (type: American Horse Creek; repeated by Korth 1997a),,,
Schowalteria clemensi,4.8,3,1,1,,Fox and Naylor 2003,Fox and Naylor 2003 (KUA-1),,,CA
Sciuravus bridgeri,1.6,1.5,1,1,,Wilson 1938,Wilson 1938a (type: USNM Bridger),,,
Sciuravus nitidus,2.248,2.08,33,33,,Wilson 1938,"Wilson 1938a (type of ""S. undans"" Marsh 1871)",,,
Sciuravus popi,2.943333333,2.68,3,3,,Dawson 1966,Dawson 1966 (type: WRP),,,
Sciuravus powayensis,2.033,1.838,30,30,,Lillegraven 1977,Lillegraven 1977 (includes material remeasured from Wilson 1940b),,,
Sciuravus rarus,2.2,1.75,1,1,,Wilson 1938,Wilson 1938a (type: YPM Bridger),,,
Sciuravus wilsoni,2,1.8,1,1,,Gazin 1962,Gazin 1962,,,
Sciurion campestre,1.3,1.32,1,1,,Skwara 1986,Skwara 1986 (Topham: m12),,,CA
Sciurus aberti,2.5,3.1,1,1,,Gazin 1932,Gazin 1932 (Recent),,,
Sciurus carolinensis,2.54,2.75,16,16,,Guilday et al. 1978,Guilday et al. 1978 (Baker Bluff: m12),,,
Sciurus griseus,2.85,3.3,2,2,,Gazin 1930,Gazin 1930 (Recent),,,
Sciurus niger,2.6,3.25,30,30,,Ivy 1990,Ivy 1990 (Michigan),,,
Scleromys colombianus,4.5,4.7,1,1,,Fields 1957,,,,CO
Scleromys quadrangulatus,4.84,4.82,5,5,,Kramarz 2006,,,,
Scleromys schurmanni,3.1,3.3,1,1,,Fields 1957,"antero-posterior, and transverse diameter",,,
Scottimus ambiguus,1.97,1.2875,4,4,,Korth 1981,"Korth 1981b (Cedar Creek: ""Eumys nr. exiguus"" remeasured from Galbreath 1953)",,,
Scottimus exiguus,2.2,1.46,1,1,,Galbreath 1953,Galbreath 1953 (type: South Dakota),,,
Scottimus longiquus,2.51,1.68,2,2,,Korth 1981,"Korth 1981b (Canyon Ferry Reservoir: remeasured ""Eumys cf. exiguus"" material of White 1954)",,,US
Selenaletes scopaeus,6.9,4.65,2,2,,Alroy 2000,Radinsky 1966 (type: see also Emry 1989),,,
Sespedectes singularis,1.79,1.356666667,39,39,,Novacek 1985,Novacek 1985 (Mission Valley Fm.),,,
Sespedectes stocki,1.79,1.36,17,17,,Novacek 1985,Novacek 1985 (UCMP V-70288),,,
Sespemys thurstoni,2.5,2.9,1,1,,Wilson 1934,Wilson 1934a (Kew Quarry),,,US
Sespia californica,5,3.75,2,2,,Thorpe 1937,Thorpe 1937,,,
Sewelleladon predontia,2.3,2.2,1,1,,Shotwell 1958,Shotwell 1958b (type: John Day),,,
Shoshonius bowni,2.25,1.75,1,1,,Honey 1990,Honey 1990 (Vass Quarry),,,US
Shoshonius cooperi,2.05,1.657,4,4,,Szalay 1976,Szalay 1976 (Alkali Creek),,,US
Sifrhippus grangeri,7.65,5.25,1,1,,Gingerich 1989,Gingerich 1989,,,
Sifrhippus sandrae,6.14,4.17,5,5,,Gingerich 1989,Gingerich 1989,,,
Sigmodon bakeri,2.22,1.515,31,31,,Martin 1974,Martin 1974a (Coleman IIA: sample size approximate),,,US
Sigmodon curtisi,2.52333,1.686,110,110,,Hager 1975,Hager 1975 (Donnelley Ranch),,,
Sigmodon hispidus,2.48,1.69,48,48,,Morgan and White 1995,Morgan and White 1995 (Martin 1979),,,
Sigmodon hudspethensis,2.20375,1.44375,8,8,,Alroy 2000,Akersten 1970 (Red Light: apparently repeated by Ruez 2001),,,US
Sigmodon libitinus,2.23,1.515,18,18,,Morgan and White 1995,Morgan and White 1995,,,
Sigmodon lindsayi,2.363333333,1.763333333,14,14,,Martin and Prince 1989,Martin and Prince 1989 (Anza-Borrego Zone 57.6),,,
Sigmodon minor,2.066052632,1.362894737,250,250,,Alroy 2000,Akersten 1970,,,
Simidectes magnus,9.15,5.35,2,2,,Gustafson 1979,Gustafson 1979 (type),,,
Simidectes medius,8.3,4.9,1,1,,Gustafson 1979,Gustafson 1979 (type),,,
Simidectes merriami,11.1,6.5,1,1,,Gustafson 1979,Gustafson 1979,,,
Similisciurus maxwelli,2.75,2.47,1,1,,Stevens 1977,Stevens 1977 (type: TMM 40635),,,US
Simimeryx hudsoni,5,4.1,1,1,,Gazin 1955,Gazin 1955 (Stock 1934),,,
Simimeryx minutus,4.1,2.8,1,1,,Gazin 1955,Gazin 1955 (type: see also Peterson 1934b; Scott 1945),,,
Simimys landeri,1.8,1.32,3,3,,Kelly 1992,Kelly 1992b (Simi Valley),,,US
Simimys simplex,1.309,0.9815,43,43,,Lillegraven and Wilson 1975,Lillegraven and Wilson 1975 (presumably includes S. simplex and S. vetus material of Wilson 1949a),,,
Simocyon primigenius,23.75,10.75,2,2,,Tedrow et al. 1999,Tedrow et al. 1999 (Rockland Valley Gravel Quarry),,,US
Simpsonictis pegus,3.62,2.73,4,4,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Rock Bench Quarry: includes type),,,US
Simpsonictis tenuis,2.916666667,1.9,5,5,,MacIntyre 1966,"MacIntyre 1966 (Gidley Quarry: apparently includes type, remeasured from Simpson 1935d, 1937a)",,,US
Simpsonodus chacensis,5,3.7,14,14,,Krishtalka and Stucky 1986,Krishtalka and Stucky 1986,,,
Sinclairella dakotensis,3.315,2.17,4,4,,Alroy 2000,Clemens 1964,,,
Sinopa,9.7,5.5,1,1,,Gustafson 1986,Gustafson 1986b (TMM 41466),,,US
Sinopa major,8.9,5.133333333,3,3,,Gustafson 1986,Gustafson 1986b (type),,,
Sinopa rapax,7.24,4.08,5,5,,Emry 1990,Emry 1990 (Elderberry Canyon Quarry),,,US
Smilodectes gracilis,4.753333333,3.453333333,7,7,,Granger and Gregory 1917,Granger and Gregory 1917 (type: Grizzly Buttes West),,,
Smilodectes mcgrewi,4.89666,3.85666,21,21,,McGrew and Sullivan 1971,McGrew and Sullivan 1970 (Bridger A: see Gingerich 1979a),,,
Smilodectes sororis,4.47,3.52,7,7,,Gunnell 2002,Gunnell 2002 (South Pass: includes type),,,US
Smilodon fatalis,27.64166667,13.26666667,7,7,,Merriam 1918,Merriam 1918a (Rancho la Brea),,,
Smilodon gracilis,22.62,9.98,8,8,,Berta 1995,Berta 1995,,,
Smilodon populator,20.05,14.35,5,4,,Berta 1995,Berta 1995 (Kurten 1965),,,
Sminthosinis bowleri,9.02,4.0233,3,3,,Bjork 1970,Bjork 1970,,,
Sorex cinereus,1.33,0.65,2,2,,Eshelman and Hager 1984,Eshelman and Hager 1984 (Hall Ash),,,US
Sorex cudahyensis,1.38,0.8,4,4,,Paulson 1961,Paulson 1961 (Cudahy),,,US
Sorex hagermanensis,1.38,0.85,1,1,,Hibbard and Bjork 1971,Hibbard and Bjork 1971 (type: Hagerman),,,US
